Date,Store ID,Category,Units Sold,Sales Amount,Total Cost,Gross Margin,Variance Last Year %
2024-02-15,S008,Womens,2,76.15,42.23,33.92,0.1529
2024-02-15,S009,Shoes,10,263.57,144.51,119.06,-0.1099
2024-02-15,S010,Womens,14,511.69,273.19,238.5,-0.1193
2024-02-15,S011,Kids,11,1397.77,960.36,437.41,-0.0282
2024-02-15,S012,Womens,2,280.15,155.46,124.69,-0.1298
2024-02-15,S013,Kids,16,1479.73,811.22,668.51,-0.1385
2024-02-15,S014,Mens,16,264.41,171.03,93.38,-0.0274
2024-02-15,S015,Mens,12,769.86,455.41,314.45,-0.1475
2024-02-15,S016,Mens,15,774.77,523.79,250.98,-0.0001
2024-02-15,S017,Shoes,8,220.65,121.94,98.71,-0.0847
2024-02-15,S018,Electronics,17,773.85,506.35,267.5,0.2222
2024-02-15,S019,Home,22,1332.24,889.5,442.74,-0.1166
2024-02-15,S020,Shoes,10,1044.77,697.55,347.22,0.1536
2024-02-16,S001,Electronics,3,241.18,150.36,90.82,0.0711
2024-02-16,S002,Electronics,10,431.59,226.2,205.39,0.2143
2024-02-16,S003,Electronics,20,2281.54,1224.36,1057.18,0.0131
2024-02-16,S004,Mens,5,633.47,377.68,255.79,-0.015
2024-02-16,S005,Mens,13,627.64,435.59,192.05,-0.0121
2024-02-16,S006,Home,20,1142.16,548.84,593.32,-0.1055
2024-02-16,S007,Shoes,6,798.85,517.36,281.49,-0.0936
2024-02-16,S008,Home,18,1234.69,603.86,630.83,0.1452
2024-02-16,S009,Electronics,22,2323.67,1202.87,1120.8,-0.1175
2024-02-16,S010,Mens,9,324.78,226.41,98.37,0.2409
2024-02-16,S011,Shoes,3,279.01,185.97,93.04,-0.0342
2024-02-16,S012,Electronics,2,147.28,82.71,64.57,0.0975
2024-02-16,S013,Womens,16,1632.9,744.41,888.49,0.0218
2024-02-16,S014,Womens,11,990.94,639.04,351.9,-0.1435
2024-02-16,S015,Mens,12,245.02,164.77,80.25,0.2468
2024-02-16,S016,Womens,15,650.9,417.45,233.45,-0.0488
2024-02-16,S017,Home,12,278.83,145.54,133.29,-0.1127
2024-02-16,S018,Kids,13,432.07,210.83,221.24,0.2058
2024-02-16,S019,Shoes,2,236.77,106.87,129.9,-0.1495
2024-02-16,S020,Home,6,206.15,93.72,112.43,0.0356
2024-02-17,S001,Mens,8,469.73,289.02,180.71,0.1109
2024-02-17,S002,Electronics,22,718.99,432.47,286.52,0.1898
2024-02-17,S003,Kids,9,1346.24,667.55,678.69,0.0877
2024-02-17,S004,Home,8,256.5,117.21,139.29,0.0991
2024-02-17,S005,Womens,2,257.34,146.86,110.48,0.161
2024-02-17,S006,Kids,4,154.31,80.86,73.45,0.1155
2024-02-17,S007,Shoes,2,43.61,29.33,14.28,0.0808
2024-02-17,S008,Electronics,7,577.76,270.02,307.74,-0.114
2024-02-17,S009,Mens,24,1464.71,995.0,469.71,0.0126
2024-02-17,S010,Shoes,4,595.38,376.11,219.27,0.1639
2024-02-17,S011,Electronics,4,386.96,203.92,183.04,0.185
2024-02-17,S012,Home,18,1682.3,863.71,818.59,0.1525
2024-02-17,S013,Kids,5,521.74,317.44,204.3,0.0874
2024-02-17,S014,Shoes,6,644.55,435.51,209.04,0.1849
2024-02-17,S015,Electronics,7,224.33,146.57,77.76,0.2197
2024-02-17,S016,Shoes,15,1235.42,654.24,581.18,0.2077
2024-02-17,S017,Kids,14,433.43,195.05,238.38,0.1349
2024-02-17,S018,Womens,19,665.18,314.65,350.53,0.1761
2024-02-17,S019,Electronics,20,1827.51,1057.43,770.08,-0.116
2024-02-17,S020,Womens,22,2308.82,1609.73,699.09,-0.0597
2024-02-18,S001,Womens,20,672.64,316.32,356.32,0.1819
2024-02-18,S002,Shoes,24,1671.31,788.71,882.6,-0.1237
2024-02-18,S003,Home,14,1086.61,575.91,510.7,0.0406
2024-02-18,S004,Womens,17,1377.34,915.78,461.56,0.0869
2024-02-18,S005,Kids,1,100.37,48.39,51.98,0.0814
2024-02-18,S006,Home,20,2191.65,1399.08,792.57,0.1991
2024-02-18,S007,Shoes,19,2158.09,1305.2,852.89,-0.0753
2024-02-18,S008,Home,22,1243.36,712.46,530.9,0.1686
2024-02-18,S009,Kids,19,864.78,508.29,356.49,0.0594
2024-02-18,S010,Kids,23,2163.18,1266.2,896.98,-0.1156
2024-02-18,S011,Kids,16,467.84,279.02,188.82,0.0677
2024-02-18,S012,Shoes,11,1112.09,728.44,383.65,-0.1334
2024-02-18,S013,Kids,19,2053.08,1053.39,999.69,-0.0269
2024-02-18,S014,Mens,1,146.9,86.11,60.79,-0.0957
2024-02-18,S015,Kids,7,545.54,271.4,274.14,0.1307
2024-02-18,S016,Shoes,12,760.97,515.81,245.16,-0.1416
2024-02-18,S017,Womens,13,1540.26,963.47,576.79,-0.0175
2024-02-18,S018,Shoes,4,273.81,174.98,98.83,0.0317
2024-02-18,S019,Kids,22,1964.9,1272.28,692.62,-0.0228
2024-02-18,S020,Kids,15,924.89,604.82,320.07,0.0367
2024-02-19,S001,Womens,4,149.67,69.64,80.03,0.0497
2024-02-19,S002,Kids,16,486.54,333.41,153.13,0.1991
2024-02-19,S003,Shoes,24,3554.01,1599.47,1954.54,0.0956
2024-02-19,S004,Electronics,22,2255.25,1049.51,1205.74,0.1755
2024-02-19,S005,Mens,7,718.08,494.5,223.58,-0.0894
2024-02-19,S006,Mens,7,601.37,287.34,314.03,0.1973
2024-02-19,S007,Womens,1,36.94,22.86,14.08,-0.1348
2024-02-19,S008,Home,11,1201.82,605.39,596.43,-0.1332
2024-02-19,S009,Mens,9,254.79,122.07,132.72,-0.0483
2024-02-19,S010,Home,18,1557.83,965.23,592.6,0.0871
2024-02-19,S011,Womens,18,688.17,460.86,227.31,0.0733
2024-02-19,S012,Kids,4,391.78,227.59,164.19,-0.0224
2024-02-19,S013,Womens,4,168.42,89.05,79.37,0.1666
2024-02-19,S014,Home,4,483.07,250.84,232.23,0.2264
2024-02-19,S015,Womens,23,1356.25,743.95,612.3,0.0913
2024-02-19,S016,Shoes,19,1609.27,957.78,651.49,0.2244
2024-02-19,S017,Womens,10,799.73,521.76,277.97,0.2302
2024-02-19,S018,Kids,7,1033.48,487.32,546.16,0.1758
2024-02-19,S019,Womens,11,361.29,202.31,158.98,0.1076
2024-02-19,S020,Electronics,12,268.4,161.0,107.4,0.211
2024-02-20,S001,Home,6,265.23,148.7,116.53,-0.1307
2024-02-20,S002,Mens,11,1392.12,831.1,561.02,-0.0088
2024-02-20,S003,Electronics,24,2157.19,1416.16,741.03,0.1026
2024-02-20,S004,Womens,23,2203.54,1219.74,983.8,0.2332
2024-02-20,S005,Shoes,7,676.81,341.87,334.94,0.1003
2024-02-20,S006,Womens,13,1633.41,1071.87,561.54,0.1651
2024-02-20,S007,Electronics,10,883.05,479.9,403.15,0.1001
2024-02-20,S008,Kids,15,514.5,327.0,187.5,-0.0523
2024-02-20,S009,Kids,6,401.93,266.76,135.17,0.231
2024-02-20,S010,Kids,8,412.27,205.53,206.74,0.0398
2024-02-20,S011,Kids,21,388.17,228.37,159.8,0.0582
2024-02-20,S012,Kids,16,675.98,347.81,328.17,-0.1046
2024-02-20,S013,Shoes,2,80.02,46.84,33.18,0.1082
2024-02-20,S014,Womens,10,1427.06,942.63,484.43,-0.0314
2024-02-20,S015,Womens,18,682.83,328.94,353.89,-0.1007
2024-02-20,S016,Shoes,9,336.78,156.53,180.25,0.1263
2024-02-20,S017,Electronics,11,234.75,160.1,74.65,-0.1135
2024-02-20,S018,Home,18,1903.91,937.62,966.29,-0.1278
2024-02-20,S019,Kids,15,1062.7,651.69,411.01,0.0818
2024-02-20,S020,Home,14,2078.34,956.78,1121.56,0.2371
2024-02-21,S001,Shoes,16,2320.42,1110.76,1209.66,0.0462
2024-02-21,S002,Electronics,20,783.39,508.72,274.67,0.121
2024-02-21,S003,Electronics,18,1076.73,694.93,381.8,0.0248
2024-02-21,S004,Womens,23,2774.43,1936.91,837.52,-0.0537
2024-02-21,S005,Shoes,14,1779.88,900.91,878.97,0.0097
2024-02-21,S006,Kids,11,1617.66,801.1,816.56,0.1697
2024-02-21,S007,Mens,12,1364.01,757.03,606.98,0.0813
2024-02-21,S008,Kids,20,2639.34,1227.04,1412.3,0.1268
2024-02-21,S009,Mens,3,231.16,143.07,88.09,0.0974
2024-02-21,S010,Home,22,505.76,307.6,198.16,0.1576
2024-02-21,S011,Electronics,14,230.94,146.08,84.86,0.0787
2024-02-21,S012,Mens,8,257.78,142.36,115.42,-0.0082
2024-02-21,S013,Kids,23,1847.21,1024.46,822.75,-0.0069
2024-02-21,S014,Kids,18,1668.69,818.27,850.42,0.0387
2024-02-21,S015,Kids,13,589.18,275.32,313.86,0.181
2024-02-21,S016,Kids,10,788.59,363.4,425.19,0.1297
2024-02-21,S017,Kids,9,1039.86,575.15,464.71,-0.0717
2024-02-21,S018,Electronics,13,968.15,512.47,455.68,0.2148
2024-02-21,S019,Home,17,1847.77,915.92,931.85,-0.0224
2024-02-21,S020,Womens,6,825.49,421.53,403.96,-0.1135
2024-02-22,S001,Kids,14,407.84,196.64,211.2,0.0795
2024-02-22,S002,Womens,24,460.22,289.3,170.92,-0.0053
2024-02-22,S003,Electronics,3,408.11,203.68,204.43,-0.141
2024-02-22,S004,Home,11,1038.32,549.29,489.03,0.1008
2024-02-22,S005,Kids,16,878.81,451.65,427.16,-0.019
2024-02-22,S006,Womens,2,78.92,51.11,27.81,0.0039
2024-02-22,S007,Womens,13,1226.93,682.94,543.99,0.0962
2024-02-22,S008,Kids,7,788.3,507.01,281.29,0.136
2024-02-22,S009,Mens,24,1657.01,1081.97,575.04,-0.1445
2024-02-22,S010,Womens,13,1596.64,1090.81,505.83,-0.1419
2024-02-22,S011,Kids,20,2208.94,1359.92,849.02,0.1731
2024-02-22,S012,Mens,13,228.25,144.71,83.54,-0.0666
2024-02-22,S013,Womens,8,809.57,429.02,380.55,-0.1272
2024-02-22,S014,Shoes,21,317.63,214.66,102.97,-0.1402
2024-02-22,S015,Home,24,1708.69,921.23,787.46,0.2147
2024-02-22,S016,Womens,20,1682.98,1043.65,639.33,0.2227
2024-02-22,S017,Electronics,23,1543.34,838.78,704.56,0.2045
2024-02-22,S018,Womens,18,1068.4,495.33,573.07,-0.077
2024-02-22,S019,Womens,13,946.46,575.45,371.01,0.1404
2024-02-22,S020,Kids,3,218.12,133.34,84.78,0.1481
2024-02-23,S001,Kids,22,1533.82,793.43,740.39,-0.0705
2024-02-23,S002,Womens,4,489.33,259.8,229.53,0.1561
2024-02-23,S003,Shoes,17,1764.46,1077.01,687.45,-0.1398
2024-02-23,S004,Womens,16,1290.14,615.72,674.42,-0.0506
2024-02-23,S005,Home,16,1987.06,1329.09,657.97,-0.029
2024-02-23,S006,Electronics,7,915.08,586.72,328.36,-0.0913
2024-02-23,S007,Mens,23,2994.59,1593.24,1401.35,-0.1285
2024-02-23,S008,Shoes,24,1109.35,566.76,542.59,-0.0276
2024-02-23,S009,Home,3,116.74,52.68,64.06,0.0282
2024-02-23,S010,Electronics,22,2297.07,1465.43,831.64,0.1748
2024-02-23,S011,Home,16,915.91,608.74,307.17,-0.0973
2024-02-23,S012,Womens,8,851.94,437.11,414.83,0.1992
2024-02-23,S013,Shoes,13,289.13,181.97,107.16,0.0402
2024-02-23,S014,Shoes,7,467.31,229.95,237.36,0.1846
2024-02-23,S015,Electronics,1,40.54,25.54,15.0,0.0544
2024-02-23,S016,Womens,3,366.19,254.62,111.57,0.223
2024-02-23,S017,Shoes,3,384.74,237.67,147.07,0.1288
2024-02-23,S018,Womens,24,811.16,489.13,322.03,-0.0275
2024-02-23,S019,Mens,15,368.6,198.1,170.5,0.195
2024-02-23,S020,Kids,15,1973.56,953.37,1020.19,0.241
2024-02-24,S001,Electronics,20,1769.49,1227.93,541.56,-0.0023
2024-02-24,S002,Home,14,860.33,499.11,361.22,0.0263
2024-02-24,S003,Electronics,23,1914.64,1104.63,810.01,-0.0947
2024-02-24,S004,Kids,22,1737.8,978.06,759.74,0.1977
2024-02-24,S005,Shoes,20,1439.92,930.57,509.35,-0.0717
2024-02-24,S006,Mens,17,570.25,296.08,274.17,-0.1316
2024-02-24,S007,Home,21,2188.36,1393.09,795.27,-0.0254
2024-02-24,S008,Womens,5,250.23,112.71,137.52,0.0006
2024-02-24,S009,Electronics,8,637.0,423.94,213.06,-0.1078
2024-02-24,S010,Kids,4,337.01,175.36,161.65,0.1789
2024-02-24,S011,Electronics,6,683.62,457.37,226.25,0.1391
2024-02-24,S012,Womens,1,31.08,17.97,13.11,-0.0105
2024-02-24,S013,Kids,1,112.03,53.51,58.52,-0.1358
2024-02-24,S014,Shoes,16,742.5,473.39,269.11,-0.0402
2024-02-24,S015,Womens,13,337.44,190.0,147.44,0.1456
2024-02-24,S016,Kids,7,875.24,585.85,289.39,0.1593
2024-02-24,S017,Shoes,19,366.37,213.87,152.5,-0.1349
2024-02-24,S018,Mens,10,909.28,472.7,436.58,0.163
2024-02-24,S019,Home,14,963.43,641.38,322.05,-0.0432
2024-02-24,S020,Mens,14,1833.06,974.22,858.84,0.2316
2024-02-25,S001,Kids,6,363.24,238.61,124.63,-0.1498
2024-02-25,S002,Womens,22,1046.26,531.91,514.35,-0.1227
2024-02-25,S003,Kids,22,1979.98,1035.21,944.77,0.017
2024-02-25,S004,Shoes,22,3233.16,2107.91,1125.25,0.145
2024-02-25,S005,Mens,2,256.8,137.34,119.46,0.1336
2024-02-25,S006,Mens,17,977.07,604.32,372.75,0.1877
2024-02-25,S007,Shoes,3,302.14,145.32,156.82,-0.1218
2024-02-25,S008,Kids,18,732.01,479.7,252.31,0.0679
2024-02-25,S009,Electronics,1,143.99,73.69,70.3,0.1939
2024-02-25,S010,Home,22,369.29,213.43,155.86,0.1578
2024-02-25,S011,Mens,11,186.36,121.27,65.09,0.2423
2024-02-25,S012,Electronics,7,581.0,389.04,191.96,0.231
2024-02-25,S013,Shoes,14,1051.91,629.1,422.81,0.1304
2024-02-25,S014,Mens,17,1410.18,915.36,494.82,0.1458
2024-02-25,S015,Home,1,36.03,21.14,14.89,-0.115
2024-02-25,S016,Mens,6,424.95,195.46,229.49,-0.0404
2024-02-25,S017,Home,1,20.82,10.3,10.52,0.0069
2024-02-25,S018,Womens,5,170.31,109.15,61.16,-0.1065
2024-02-25,S019,Shoes,23,1828.39,1041.34,787.05,0.1572
2024-02-25,S020,Kids,23,2311.28,1300.26,1011.02,0.0624
2024-02-26,S001,Kids,18,2515.5,1647.86,867.64,0.0747
2024-02-26,S002,Home,6,378.33,184.29,194.04,0.0886
2024-02-26,S003,Home,21,1398.32,675.48,722.84,-0.0713
2024-02-26,S004,Mens,19,1933.77,1160.72,773.05,0.1284
2024-02-26,S005,Shoes,17,698.3,396.51,301.79,0.039
2024-02-26,S006,Home,18,2417.35,1295.05,1122.3,0.1235
2024-02-26,S007,Shoes,1,130.24,82.22,48.02,-0.0058
2024-02-26,S008,Electronics,6,253.74,148.79,104.95,-0.0672
2024-02-26,S009,Womens,17,786.52,520.86,265.66,0.0089
2024-02-26,S010,Home,24,1356.88,924.73,432.15,-0.0853
2024-02-26,S011,Shoes,8,891.87,454.9,436.97,0.0275
2024-02-26,S012,Electronics,24,622.29,416.41,205.88,0.1415
2024-02-26,S013,Home,5,479.58,239.94,239.64,0.2061
2024-02-26,S014,Electronics,4,574.11,364.26,209.85,0.089
2024-02-26,S015,Kids,12,260.36,133.89,126.47,0.036
2024-02-26,S016,Electronics,23,2654.83,1804.76,850.07,0.0195
2024-02-26,S017,Mens,14,2027.33,1137.76,889.57,0.0456
2024-02-26,S018,Mens,1,137.79,81.6,56.19,0.1549
2024-02-26,S019,Womens,24,1467.59,819.54,648.05,0.1894
2024-02-26,S020,Kids,8,977.45,669.8,307.65,0.0993
2024-02-27,S001,Shoes,4,494.75,327.16,167.59,0.008
2024-02-27,S002,Womens,10,234.38,128.17,106.21,0.0834
2024-02-27,S003,Home,6,604.14,300.02,304.12,0.1497
2024-02-27,S004,Kids,14,761.71,485.33,276.38,0.043
2024-02-27,S005,Kids,20,1734.66,952.23,782.43,0.0953
2024-02-27,S006,Home,17,2315.81,1346.09,969.72,0.1329
2024-02-27,S007,Shoes,2,210.02,121.34,88.68,0.0215
2024-02-27,S008,Mens,10,1469.33,750.22,719.11,0.1153
2024-02-27,S009,Shoes,16,1429.43,697.97,731.46,0.1412
2024-02-27,S010,Kids,23,2615.53,1680.31,935.22,0.2402
2024-02-27,S011,Kids,2,282.92,163.79,119.13,0.0489
2024-02-27,S012,Home,22,651.22,430.15,221.07,0.0957
2024-02-27,S013,Electronics,19,776.8,457.44,319.36,0.0836
2024-02-27,S014,Home,21,564.86,363.88,200.98,0.189
2024-02-27,S015,Kids,15,1096.45,538.77,557.68,0.1326
2024-02-27,S016,Electronics,9,906.92,452.66,454.26,-0.0653
2024-02-27,S017,Electronics,8,467.83,275.99,191.84,0.1932
2024-02-27,S018,Electronics,3,169.04,87.27,81.77,0.1285
2024-02-27,S019,Shoes,12,330.2,192.52,137.68,0.1787
2024-02-27,S020,Womens,17,2072.39,1353.05,719.34,0.0429
2024-02-28,S001,Home,10,374.44,204.05,170.39,0.0969
2024-02-28,S002,Home,18,2038.14,1387.26,650.88,0.1549
2024-02-28,S003,Mens,6,245.54,151.42,94.12,0.0994
2024-02-28,S004,Home,9,630.59,327.85,302.74,-0.0955
2024-02-28,S005,Home,10,1247.75,641.8,605.95,0.1598
2024-02-28,S006,Mens,12,1000.83,664.55,336.28,0.15
2024-02-28,S007,Shoes,21,702.96,328.58,374.38,0.2074
2024-02-28,S008,Womens,1,112.83,74.37,38.46,0.195
2024-02-28,S009,Shoes,12,1560.58,718.23,842.35,-0.1301
2024-02-28,S010,Kids,18,423.35,224.86,198.49,0.1191
2024-02-28,S011,Electronics,24,941.9,490.11,451.79,0.033
2024-02-28,S012,Womens,18,452.0,215.4,236.6,0.185
2024-02-28,S013,Mens,10,831.63,534.06,297.57,-0.1252
2024-02-28,S014,Mens,11,1341.02,738.33,602.69,0.02
2024-02-28,S015,Electronics,7,518.82,342.94,175.88,-0.045
2024-02-28,S016,Womens,5,101.95,57.32,44.63,0.081
2024-02-28,S017,Shoes,18,1077.8,570.03,507.77,-0.1074
2024-02-28,S018,Home,21,597.07,383.11,213.96,0.2365
2024-02-28,S019,Mens,4,338.98,176.66,162.32,0.0569
2024-02-28,S020,Mens,19,2042.47,1067.21,975.26,-0.0694
2024-02-29,S001,Kids,22,834.18,395.33,438.85,0.0177
2024-02-29,S002,Womens,8,305.67,179.38,126.29,-0.0842
2024-02-29,S003,Shoes,13,752.02,379.83,372.19,0.0561
2024-02-29,S004,Mens,12,1648.1,1047.96,600.14,0.0631
2024-02-29,S005,Electronics,22,2393.91,1083.57,1310.34,0.0076
2024-02-29,S006,Mens,24,1480.58,679.3,801.28,0.1485
2024-02-29,S007,Womens,15,2006.67,1228.42,778.25,0.2097
2024-02-29,S008,Electronics,9,294.51,155.33,139.18,-0.0693
2024-02-29,S009,Home,3,166.89,82.78,84.11,0.1526
2024-02-29,S010,Womens,4,181.93,109.91,72.02,-0.1339
2024-02-29,S011,Electronics,21,1643.36,800.3,843.06,0.2439
2024-02-29,S012,Electronics,23,3301.26,1767.71,1533.55,0.2443
2024-02-29,S013,Electronics,10,196.48,110.31,86.17,0.1767
2024-02-29,S014,Womens,9,789.11,535.26,253.85,0.0052
2024-02-29,S015,Kids,5,734.45,364.83,369.62,0.0281
2024-02-29,S016,Electronics,16,1996.22,947.82,1048.4,0.0215
2024-02-29,S017,Electronics,1,44.05,26.73,17.32,0.2195
2024-02-29,S018,Kids,10,193.81,98.63,95.18,-0.0259
2024-02-29,S019,Electronics,19,906.39,453.99,452.4,0.2318
2024-02-29,S020,Mens,16,1790.18,1242.66,547.52,0.0009
2024-03-01,S001,Home,5,368.31,245.8,122.51,-0.0777
2024-03-01,S002,Kids,23,1195.74,715.37,480.37,0.0457
2024-03-01,S003,Electronics,18,2073.96,1051.67,1022.29,-0.1266
2024-03-01,S004,Electronics,2,158.06,77.77,80.29,-0.0081
2024-03-01,S005,Kids,24,2249.92,1509.89,740.03,-0.0893
2024-03-01,S006,Womens,6,734.48,344.74,389.74,-0.0371
2024-03-01,S007,Home,7,347.31,237.38,109.93,-0.0976
2024-03-01,S008,Shoes,15,970.71,674.41,296.3,0.0183
2024-03-01,S009,Mens,23,3170.33,1995.14,1175.19,0.0828
2024-03-01,S010,Electronics,15,1123.22,769.09,354.13,-0.032
2024-03-01,S011,Shoes,4,468.74,291.69,177.05,0.1955
2024-03-01,S012,Mens,23,1670.4,798.1,872.3,-0.1378
2024-03-01,S013,Home,12,510.47,335.18,175.29,0.0731
2024-03-01,S014,Home,16,1347.25,704.23,643.02,0.0378
2024-03-01,S015,Electronics,19,1067.08,531.59,535.49,-0.0984
2024-03-01,S016,Home,20,2406.13,1366.46,1039.67,-0.059
2024-03-01,S017,Home,21,1258.29,861.9,396.39,-0.0128
2024-03-01,S018,Mens,10,594.46,275.31,319.15,0.0301
2024-03-01,S019,Mens,6,375.03,234.92,140.11,0.0586
2024-03-01,S020,Womens,17,901.79,447.36,454.43,-0.1343
2024-03-02,S001,Womens,17,2032.44,982.9,1049.54,0.0371
2024-03-02,S002,Electronics,8,582.62,266.13,316.49,0.1634
2024-03-02,S003,Womens,13,1532.12,1031.62,500.5,0.0231
2024-03-02,S004,Womens,4,317.57,173.81,143.76,0.205
2024-03-02,S005,Womens,7,422.35,255.0,167.35,0.2208
2024-03-02,S006,Shoes,23,501.83,294.49,207.34,0.2062
2024-03-02,S007,Electronics,24,1890.09,1003.79,886.3,0.2309
2024-03-02,S008,Kids,1,149.84,69.49,80.35,0.0814
2024-03-02,S009,Womens,8,286.88,160.62,126.26,0.0542
2024-03-02,S010,Home,20,611.48,408.11,203.37,0.0389
2024-03-02,S011,Shoes,19,948.59,509.2,439.39,0.1677
2024-03-02,S012,Electronics,2,283.16,175.54,107.62,0.0781
2024-03-02,S013,Mens,10,1422.2,920.23,501.97,-0.1404
2024-03-02,S014,Mens,4,464.3,233.68,230.62,0.1969
2024-03-02,S015,Shoes,7,608.99,335.8,273.19,-0.0823
2024-03-02,S016,Shoes,5,113.98,75.37,38.61,-0.1264
2024-03-02,S017,Home,19,551.14,288.72,262.42,-0.1138
2024-03-02,S018,Kids,12,395.99,262.53,133.46,0.1769
2024-03-02,S019,Womens,1,61.84,34.5,27.34,0.1627
2024-03-02,S020,Home,3,278.48,149.13,129.35,0.174
2024-03-03,S001,Womens,21,951.13,547.97,403.16,-0.0457
2024-03-03,S002,Kids,7,587.98,330.08,257.9,0.2368
2024-03-03,S003,Kids,18,1860.06,1242.76,617.3,-0.0523
2024-03-03,S004,Shoes,2,130.45,61.72,68.73,0.0332
2024-03-03,S005,Womens,9,431.45,298.43,133.02,0.2333
2024-03-03,S006,Electronics,14,867.82,584.81,283.01,0.2366
2024-03-03,S007,Womens,12,440.23,217.15,223.08,-0.0433
2024-03-03,S008,Home,6,176.19,115.48,60.71,-0.0944
2024-03-03,S009,Womens,12,1716.6,1077.66,638.94,-0.1473
2024-03-03,S010,Home,12,1012.81,653.1,359.71,0.059
2024-03-03,S011,Home,17,809.47,502.13,307.34,0.1364
2024-03-03,S012,Home,23,1885.21,852.0,1033.21,0.0468
2024-03-03,S013,Electronics,19,826.14,545.59,280.55,-0.1379
2024-03-03,S014,Mens,5,385.72,194.56,191.16,-0.0965
2024-03-03,S015,Mens,19,471.39,235.59,235.8,-0.0109
2024-03-03,S016,Electronics,24,3203.72,1513.41,1690.31,0.1361
2024-03-03,S017,Home,6,705.87,445.12,260.75,-0.147
2024-03-03,S018,Electronics,19,642.35,428.16,214.19,0.1986
2024-03-03,S019,Kids,3,224.98,118.3,106.68,0.1366
2024-03-03,S020,Kids,24,1999.2,1288.35,710.85,0.1933
2024-03-04,S001,Shoes,13,826.23,513.76,312.47,-0.0249
2024-03-04,S002,Kids,17,1865.09,843.87,1021.22,0.0137
2024-03-04,S003,Home,11,1451.36,814.28,637.08,-0.0952
2024-03-04,S004,Kids,3,375.52,261.35,114.17,0.2139
2024-03-04,S005,Electronics,9,261.86,155.09,106.77,0.0626
2024-03-04,S006,Mens,1,68.57,38.25,30.32,0.0777
2024-03-04,S007,Kids,3,150.59,87.28,63.31,0.1389
2024-03-04,S008,Electronics,24,2131.9,1340.14,791.76,0.0279
2024-03-04,S009,Kids,13,1058.46,558.4,500.06,-0.0773
2024-03-04,S010,Home,2,99.69,56.42,43.27,-0.0967
2024-03-04,S011,Womens,13,1717.82,1076.91,640.91,-0.1075
2024-03-04,S012,Shoes,6,744.45,477.89,266.56,-0.1044
2024-03-04,S013,Home,17,2169.78,1289.58,880.2,0.1086
2024-03-04,S014,Shoes,18,1554.76,713.0,841.76,0.1056
2024-03-04,S015,Electronics,5,368.63,192.85,175.78,0.0682
2024-03-04,S016,Mens,16,2397.95,1211.16,1186.79,-0.1087
2024-03-04,S017,Shoes,3,242.86,141.11,101.75,0.1168
2024-03-04,S018,Kids,5,513.45,342.47,170.98,0.1813
2024-03-04,S019,Electronics,13,281.54,144.82,136.72,-0.0957
2024-03-04,S020,Electronics,6,403.22,264.22,139.0,0.2378
2024-03-05,S001,Mens,16,483.01,306.22,176.79,-0.04
2024-03-05,S002,Electronics,19,1405.28,795.39,609.89,0.1656
2024-03-05,S003,Electronics,20,2066.4,1445.55,620.85,-0.12
2024-03-05,S004,Womens,21,1471.38,790.05,681.33,-0.1413
2024-03-05,S005,Home,11,1176.22,787.87,388.35,0.0557
2024-03-05,S006,Kids,7,830.64,529.91,300.73,0.0853
2024-03-05,S007,Kids,2,253.13,158.3,94.83,0.0337
2024-03-05,S008,Electronics,9,653.68,370.8,282.88,0.2214
2024-03-05,S009,Mens,18,1027.32,597.21,430.11,-0.1236
2024-03-05,S010,Shoes,16,1017.73,579.56,438.17,-0.0079
2024-03-05,S011,Electronics,21,2192.43,1378.67,813.76,-0.0427
2024-03-05,S012,Electronics,15,1552.41,714.03,838.38,0.0891
2024-03-05,S013,Home,15,2028.94,1140.79,888.15,0.0337
2024-03-05,S014,Electronics,2,211.11,138.34,72.77,-0.0521
2024-03-05,S015,Kids,6,769.46,514.98,254.48,-0.0527
2024-03-05,S016,Electronics,7,286.91,136.42,150.49,0.2144
2024-03-05,S017,Electronics,24,518.0,342.36,175.64,0.0252
2024-03-05,S018,Womens,16,1498.27,930.35,567.92,0.1512
2024-03-05,S019,Shoes,16,2118.37,1053.59,1064.78,0.0105
2024-03-05,S020,Womens,8,254.86,148.17,106.69,-0.1062
2024-03-06,S001,Shoes,21,1241.3,667.08,574.22,0.0885
2024-03-06,S002,Electronics,19,952.93,628.55,324.38,0.1362
2024-03-06,S003,Electronics,5,677.85,421.86,255.99,-0.0365
2024-03-06,S004,Mens,14,787.99,504.16,283.83,0.0979
2024-03-06,S005,Mens,10,398.54,189.87,208.67,0.1751
2024-03-06,S006,Electronics,6,719.28,336.41,382.87,0.1142
2024-03-06,S007,Mens,12,1269.99,729.36,540.63,0.2301
2024-03-06,S008,Home,1,17.59,9.82,7.77,-0.1368
2024-03-06,S009,Electronics,9,337.3,211.84,125.46,-0.0796
2024-03-06,S010,Shoes,12,257.89,147.23,110.66,-0.1441
2024-03-06,S011,Mens,3,440.31,222.61,217.7,-0.0668
2024-03-06,S012,Kids,17,836.51,563.61,272.9,0.0796
2024-03-06,S013,Mens,11,1401.55,803.58,597.97,0.2147
2024-03-06,S014,Electronics,3,112.0,50.47,61.53,0.2436
2024-03-06,S015,Womens,10,224.85,148.01,76.84,0.0331
2024-03-06,S016,Home,7,935.42,466.93,468.49,0.2289
2024-03-06,S017,Mens,9,880.63,445.4,435.23,0.0683
