"order_id";"date";"late_delivery_risk";"shipping_mode";"customer_id";"department_name";"market";"city";"state";"country";"region";"product_id";"price";"cost";"quantity";"payment_type"
22519;"2025-04-07";0;"Standard Class";2540;"Outdoors";"Australia";"Casablanca";"Cross River";"Democratic Republic of the Congo";"West Africa";821;80.92;62.21;6;"DEBIT"
22662;"2025-01-02";0;"Second Class";6506;"Technology";"Asia";"Kinshasa";"Grand Casablanca";"Democratic Republic of the Congo";"South Africa";134;10.57;49.09;2;"DEBIT"
22755;"2023-10-04";1;"Same Day";7114;"Golf";"Asia";"Kinshasa";"Kinshasa";"Nigeria";"Central Africa";276;25.68;50.26;2;"CASH"
22842;"2023-09-07";1;"First Class";2168;"Technology";"Australia";"Ugep";"Grand Casablanca";"Angola";"Central Africa";926;60.34;6.99;4;"DEBIT"
22941;"2022-07-05";1;"Second Class";9399;"Footwear";"Africa";"Dakar";"Cross River";"Nigeria";"North Africa";135;42.85;87.55;8;"CASH"
23027;"2024-10-17";1;"Standard Class";10485;"Footwear";"Asia";"Ugep";"Bayelsa";"Democratic Republic of the Congo";"North Africa";365;21.13;45.56;5;"DEBIT"
23036;"2025-02-12";0;"Standard Class";5001;"Apparel";"Australia";"Dakar";"Cross River";"Senegal";"North Africa";60;36.15;74.34;4;"CASH"
23076;"2024-08-20";0;"First Class";8254;"Footwear";"Africa";"Ugep";"Bayelsa";"Nigeria";"West Africa";364;26.86;27.61;4;"CREDIT"
23112;"2024-09-13";0;"Second Class";6887;"Apparel";"Asia";"Kuito";"Grand Casablanca";"Morocco";"South Africa";1351;89.78;53.72;6;"CREDIT"
23124;"2022-10-05";0;"Second Class";9011;"Technology";"Europe";"Dakar";"Kinshasa";"Morocco";"South Africa";886;62.8;45.04;9;"DEBIT"
23137;"2022-10-08";1;"Second Class";6246;"Golf";"Australia";"Dakar";"Bayelsa";"Senegal";"West Africa";885;37.64;12.37;7;"DEBIT"
23288;"2024-07-06";1;"Second Class";2817;"Golf";"Asia";"Kinshasa";"Dakar";"Angola";"West Africa";1352;98.38;82.07;1;"CASH"
23302;"2024-07-24";1;"Second Class";3466;"Technology";"Asia";"Kuito";"Dakar";"Nigeria";"South Africa";1351;36.02;87.18;5;"CREDIT"
23322;"2022-08-20";0;"Same Day";3441;"Technology";"Asia";"Kinshasa";"Dakar";"Nigeria";"West Africa";1353;54.44;89.49;4;"CREDIT"
23380;"2025-05-07";1;"First Class";10671;"Footwear";"Africa";"Ugep";"Bayelsa";"Senegal";"North Africa";60;16.58;70.25;2;"DEBIT"
23705;"2023-06-01";0;"Standard Class";14676;"Footwear";"Europe";"Dakar";"Grand Casablanca";"Nigeria";"Central Africa";822;93.79;48.57;9;"DEBIT"
23717;"2025-03-26";1;"Second Class";569;"Footwear";"Australia";"Ugep";"Grand Casablanca";"Morocco";"North Africa";897;41.21;23.69;2;"DEBIT"
23756;"2024-10-18";0;"Same Day";10018;"Outdoors";"Europe";"Kinshasa";"Cross River";"Nigeria";"West Africa";906;80.63;86.0;3;"CASH"
23872;"2025-05-11";0;"First Class";19408;"Apparel";"Europe";"Dakar";"Grand Casablanca";"Democratic Republic of the Congo";"Central Africa";835;28.63;17.46;6;"CASH"
23893;"2025-05-11";1;"Same Day";11486;"Apparel";"Africa";"Dakar";"Grand Casablanca";"Morocco";"South Africa";572;88.32;68.34;7;"CREDIT"
23927;"2025-04-03";0;"Same Day";7045;"Outdoors";"Europe";"Ugep";"Cross River";"Nigeria";"North Africa";804;56.45;69.73;7;"CREDIT"
23945;"2024-07-07";1;"First Class";10500;"Apparel";"Africa";"Kinshasa";"Grand Casablanca";"Nigeria";"West Africa";134;80.6;19.88;6;"CASH"
24146;"2023-11-26";1;"Standard Class";8993;"Technology";"Australia";"Casablanca";"Grand Casablanca";"Nigeria";"South Africa";627;64.92;65.11;7;"CASH"
24194;"2023-09-04";1;"Standard Class";1958;"Golf";"Australia";"Dakar";"Dakar";"Nigeria";"Central Africa";273;17.89;65.1;8;"DEBIT"
24230;"2023-05-20";1;"Second Class";9467;"Golf";"Asia";"Ugep";"Dakar";"Morocco";"Central Africa";810;80.3;76.08;3;"DEBIT"
24560;"2024-04-23";1;"Same Day";3490;"Footwear";"Asia";"Ugep";"Grand Casablanca";"Angola";"South Africa";172;93.4;51.09;1;"CREDIT"
24580;"2022-06-25";0;"First Class";4580;"Apparel";"Asia";"Kuito";"Dakar";"Nigeria";"South Africa";203;14.06;60.99;5;"DEBIT"
24587;"2024-02-01";1;"First Class";1423;"Technology";"Europe";"Casablanca";"Kinshasa";"Democratic Republic of the Congo";"South Africa";565;22.61;89.09;7;"CASH"
24653;"2023-01-27";0;"Second Class";9402;"Technology";"Europe";"Kuito";"Dakar";"Senegal";"West Africa";1350;90.75;19.63;6;"DEBIT"
24658;"2023-06-02";0;"Same Day";2918;"Apparel";"Australia";"Ugep";"Grand Casablanca";"Nigeria";"South Africa";823;45.81;11.82;3;"DEBIT"
24694;"2024-08-05";1;"Same Day";12019;"Outdoors";"Australia";"Casablanca";"Cross River";"Morocco";"Central Africa";828;14.35;79.08;6;"DEBIT"
24702;"2022-07-09";0;"Standard Class";6736;"Apparel";"Africa";"Casablanca";"Grand Casablanca";"Democratic Republic of the Congo";"South Africa";359;85.15;22.79;2;"DEBIT"
24708;"2023-07-08";1;"Same Day";1989;"Apparel";"Africa";"Kinshasa";"Kinshasa";"Senegal";"West Africa";276;18.63;27.07;1;"CASH"
24717;"2024-06-07";1;"Standard Class";3497;"Technology";"Africa";"Kinshasa";"Dakar";"Democratic Republic of the Congo";"North Africa";905;79.66;23.28;9;"CREDIT"
24773;"2022-09-05";0;"Same Day";10699;"Technology";"Africa";"Casablanca";"Grand Casablanca";"Angola";"North Africa";627;38.3;23.65;8;"DEBIT"
24777;"2025-05-23";1;"Second Class";12100;"Apparel";"Asia";"Kinshasa";"Bayelsa";"Nigeria";"Central Africa";906;58.25;70.61;5;"CASH"
24903;"2022-06-26";0;"Same Day";7202;"Footwear";"Asia";"Kuito";"Bayelsa";"Morocco";"South Africa";251;93.57;22.14;7;"CREDIT"
24918;"2023-09-10";0;"Second Class";1153;"Outdoors";"Africa";"Kuito";"Kinshasa";"Angola";"Central Africa";1363;29.18;20.68;8;"CREDIT"
25005;"2024-07-13";0;"Same Day";2339;"Apparel";"Africa";"Kinshasa";"Cross River";"Democratic Republic of the Congo";"West Africa";235;49.1;32.89;4;"CREDIT"
25172;"2023-09-16";1;"Same Day";4147;"Golf";"Africa";"Casablanca";"Kinshasa";"Senegal";"Central Africa";897;52.53;63.58;5;"CREDIT"
25287;"2023-03-02";0;"First Class";7269;"Technology";"Africa";"Casablanca";"Kinshasa";"Morocco";"South Africa";60;10.26;27.77;8;"CREDIT"
25318;"2023-08-27";0;"First Class";11431;"Apparel";"Africa";"Ugep";"Dakar";"Democratic Republic of the Congo";"South Africa";905;37.45;57.17;6;"DEBIT"
25443;"2022-11-06";1;"Second Class";19474;"Technology";"Africa";"Kinshasa";"Kinshasa";"Democratic Republic of the Congo";"North Africa";135;54.97;47.97;3;"DEBIT"
25495;"2023-08-10";1;"Same Day";17392;"Golf";"Australia";"Kinshasa";"Kinshasa";"Democratic Republic of the Congo";"West Africa";893;70.14;44.79;7;"CASH"
25610;"2023-09-12";1;"Standard Class";10093;"Footwear";"Australia";"Kuito";"Grand Casablanca";"Senegal";"Central Africa";797;58.22;27.67;6;"CREDIT"
25711;"2022-09-28";1;"Standard Class";4799;"Technology";"Europe";"Dakar";"Cross River";"Nigeria";"West Africa";818;56.71;80.77;1;"CASH"
25821;"2022-12-26";0;"First Class";12288;"Technology";"Australia";"Casablanca";"Cross River";"Senegal";"Central Africa";364;43.92;43.63;8;"CASH"
25873;"2023-04-09";0;"Same Day";5367;"Footwear";"Asia";"Kinshasa";"Dakar";"Angola";"North Africa";403;43.07;28.89;4;"CASH"
25939;"2023-04-08";1;"First Class";7114;"Technology";"Africa";"Kinshasa";"Kinshasa";"Nigeria";"Central Africa";835;91.8;41.22;7;"DEBIT"
25956;"2022-11-20";0;"First Class";19410;"Golf";"Europe";"Kuito";"Cross River";"Morocco";"West Africa";116;48.79;61.98;9;"DEBIT"
26057;"2025-02-20";1;"First Class";9563;"Apparel";"Australia";"Casablanca";"Bayelsa";"Morocco";"West Africa";403;92.27;45.08;5;"DEBIT"
26189;"2023-09-13";1;"Standard Class";11114;"Footwear";"Asia";"Kinshasa";"Dakar";"Nigeria";"Central Africa";403;91.6;79.15;9;"DEBIT"
26218;"2025-01-01";0;"Second Class";1362;"Footwear";"Africa";"Ugep";"Dakar";"Nigeria";"Central Africa";191;90.5;69.87;7;"DEBIT"
26306;"2025-01-22";0;"Same Day";1575;"Technology";"Australia";"Dakar";"Kinshasa";"Senegal";"South Africa";60;68.77;6.48;9;"CASH"
26321;"2025-04-09";0;"Second Class";19351;"Footwear";"Asia";"Kinshasa";"Kinshasa";"Nigeria";"North Africa";116;68.85;74.22;5;"DEBIT"
26407;"2023-08-07";0;"Second Class";11380;"Footwear";"Africa";"Kuito";"Grand Casablanca";"Democratic Republic of the Congo";"South Africa";797;91.31;82.61;5;"CASH"
26418;"2023-12-03";1;"Second Class";9294;"Outdoors";"Africa";"Kinshasa";"Dakar";"Morocco";"South Africa";306;10.59;19.81;4;"CREDIT"
26607;"2023-12-27";0;"Standard Class";6670;"Apparel";"Asia";"Kuito";"Dakar";"Senegal";"South Africa";251;27.21;61.06;7;"CREDIT"
26656;"2022-07-20";0;"First Class";4078;"Outdoors";"Africa";"Ugep";"Kinshasa";"Angola";"North Africa";924;48.62;75.19;7;"DEBIT"
26712;"2024-06-26";0;"Second Class";19392;"Footwear";"Asia";"Ugep";"Kinshasa";"Morocco";"Central Africa";1352;93.23;89.05;7;"DEBIT"
26714;"2024-01-05";1;"First Class";275;"Apparel";"Europe";"Casablanca";"Bayelsa";"Senegal";"North Africa";886;89.41;13.59;6;"CREDIT"
26797;"2024-02-10";1;"Same Day";9918;"Footwear";"Europe";"Casablanca";"Grand Casablanca";"Nigeria";"West Africa";1353;92.27;72.37;6;"DEBIT"
26845;"2025-02-15";0;"Same Day";6499;"Golf";"Asia";"Dakar";"Bayelsa";"Angola";"North Africa";905;34.46;84.78;5;"DEBIT"
26898;"2025-04-29";1;"Second Class";468;"Technology";"Australia";"Dakar";"Grand Casablanca";"Angola";"South Africa";821;48.64;16.17;9;"CREDIT"
26924;"2024-06-06";0;"Standard Class";2588;"Golf";"Europe";"Kinshasa";"Grand Casablanca";"Nigeria";"Central Africa";24;58.47;28.67;6;"CREDIT"
26968;"2024-03-27";0;"First Class";3628;"Footwear";"Asia";"Kinshasa";"Kinshasa";"Democratic Republic of the Congo";"Central Africa";567;97.98;25.9;8;"DEBIT"
27074;"2023-02-14";1;"First Class";7534;"Technology";"Australia";"Dakar";"Grand Casablanca";"Senegal";"West Africa";821;24.71;9.76;4;"CREDIT"
27107;"2024-03-31";0;"Same Day";2891;"Golf";"Australia";"Dakar";"Kinshasa";"Democratic Republic of the Congo";"West Africa";926;43.24;17.48;6;"CASH"
27184;"2023-10-05";0;"Second Class";3519;"Outdoors";"Africa";"Kuito";"Cross River";"Senegal";"Central Africa";977;41.46;21.09;9;"DEBIT"
27425;"2024-02-19";1;"Second Class";2136;"Footwear";"Australia";"Kuito";"Grand Casablanca";"Nigeria";"West Africa";893;33.17;86.31;4;"CASH"
27471;"2024-01-15";1;"First Class";4296;"Footwear";"Asia";"Dakar";"Grand Casablanca";"Senegal";"West Africa";44;89.08;41.88;7;"CREDIT"
27502;"2025-03-28";0;"First Class";8348;"Technology";"Asia";"Ugep";"Grand Casablanca";"Morocco";"North Africa";276;23.57;88.84;5;"CREDIT"
27536;"2023-06-22";0;"First Class";7784;"Apparel";"Asia";"Dakar";"Grand Casablanca";"Angola";"Central Africa";906;88.96;57.21;8;"CREDIT"
27602;"2023-01-16";1;"Standard Class";7576;"Outdoors";"Australia";"Ugep";"Cross River";"Senegal";"North Africa";37;38.49;67.79;6;"DEBIT"
27641;"2023-08-26";1;"First Class";3597;"Outdoors";"Australia";"Kuito";"Bayelsa";"Angola";"North Africa";818;47.57;81.57;1;"CASH"
27694;"2024-02-19";0;"Standard Class";19354;"Technology";"Australia";"Casablanca";"Dakar";"Morocco";"North Africa";924;65.91;67.09;2;"DEBIT"
27696;"2024-11-03";0;"Same Day";7302;"Apparel";"Africa";"Casablanca";"Dakar";"Democratic Republic of the Congo";"West Africa";251;50.93;20.94;6;"CASH"
27766;"2023-11-20";1;"Standard Class";11797;"Apparel";"Asia";"Dakar";"Kinshasa";"Democratic Republic of the Congo";"North Africa";1353;35.78;51.47;1;"DEBIT"
27888;"2025-05-15";0;"First Class";2641;"Footwear";"Australia";"Kinshasa";"Bayelsa";"Angola";"West Africa";818;16.65;55.78;3;"CASH"
27902;"2025-05-28";0;"Second Class";1899;"Footwear";"Africa";"Casablanca";"Cross River";"Morocco";"Central Africa";804;80.3;18.95;2;"DEBIT"
28007;"2024-07-20";0;"First Class";1342;"Footwear";"Australia";"Kinshasa";"Grand Casablanca";"Democratic Republic of the Congo";"South Africa";797;50.61;45.47;6;"CASH"
28067;"2025-04-26";0;"Second Class";19373;"Apparel";"Australia";"Dakar";"Cross River";"Nigeria";"South Africa";1360;41.58;71.99;7;"DEBIT"
28137;"2023-03-05";0;"Second Class";1820;"Outdoors";"Australia";"Ugep";"Dakar";"Morocco";"West Africa";627;34.87;63.48;9;"DEBIT"
28148;"2022-09-06";1;"First Class";12355;"Golf";"Africa";"Casablanca";"Dakar";"Morocco";"West Africa";906;69.68;11.56;7;"DEBIT"
28153;"2025-06-14";1;"Same Day";1173;"Golf";"Asia";"Casablanca";"Kinshasa";"Angola";"West Africa";822;90.08;66.68;5;"CREDIT"
28279;"2022-12-18";1;"Second Class";5801;"Apparel";"Asia";"Dakar";"Bayelsa";"Nigeria";"West Africa";502;62.49;32.87;8;"CASH"
28318;"2024-01-27";1;"Same Day";2518;"Footwear";"Asia";"Kinshasa";"Dakar";"Senegal";"Central Africa";1352;49.14;78.68;7;"DEBIT"
28335;"2023-09-10";0;"First Class";2205;"Golf";"Europe";"Kuito";"Kinshasa";"Morocco";"Central Africa";1351;79.79;68.88;2;"CREDIT"
28370;"2024-05-11";1;"Same Day";11149;"Apparel";"Africa";"Ugep";"Grand Casablanca";"Nigeria";"Central Africa";1352;99.83;71.25;2;"CREDIT"
28390;"2024-05-06";1;"First Class";1975;"Footwear";"Australia";"Dakar";"Kinshasa";"Senegal";"West Africa";825;47.42;49.8;8;"CASH"
28529;"2024-08-27";1;"Standard Class";10499;"Outdoors";"Asia";"Kinshasa";"Bayelsa";"Nigeria";"West Africa";1357;69.72;43.06;7;"CASH"
28553;"2023-07-04";1;"Standard Class";8002;"Technology";"Europe";"Casablanca";"Bayelsa";"Morocco";"South Africa";273;17.18;66.48;4;"DEBIT"
28614;"2022-12-27";0;"Same Day";4580;"Footwear";"Asia";"Kinshasa";"Kinshasa";"Democratic Republic of the Congo";"West Africa";565;87.7;79.21;5;"CREDIT"
28644;"2024-06-13";0;"First Class";11329;"Footwear";"Asia";"Dakar";"Bayelsa";"Morocco";"North Africa";365;89.75;84.75;9;"CREDIT"
28661;"2022-12-08";1;"Second Class";9890;"Footwear";"Africa";"Casablanca";"Kinshasa";"Senegal";"North Africa";134;33.61;16.55;4;"CREDIT"
28675;"2023-12-25";1;"Same Day";10759;"Technology";"Europe";"Ugep";"Kinshasa";"Democratic Republic of the Congo";"Central Africa";191;16.4;78.74;9;"CASH"
28833;"2023-09-21";1;"Same Day";5728;"Footwear";"Europe";"Kuito";"Cross River";"Democratic Republic of the Congo";"West Africa";804;72.0;72.88;5;"CREDIT"
28855;"2022-10-29";1;"Same Day";19372;"Footwear";"Europe";"Casablanca";"Bayelsa";"Morocco";"North Africa";1363;26.24;41.81;6;"CREDIT"
28885;"2023-09-29";1;"First Class";18276;"Apparel";"Australia";"Dakar";"Kinshasa";"Democratic Republic of the Congo";"North Africa";235;79.1;82.77;3;"CASH"
28936;"2024-01-19";1;"First Class";1758;"Footwear";"Africa";"Ugep";"Bayelsa";"Democratic Republic of the Congo";"Central Africa";886;60.76;80.28;1;"DEBIT"
29041;"2024-08-03";0;"Second Class";7504;"Technology";"Europe";"Casablanca";"Cross River";"Morocco";"Central Africa";403;72.2;60.38;9;"CREDIT"
29107;"2022-09-03";1;"Second Class";10408;"Technology";"Asia";"Dakar";"Cross River";"Morocco";"Central Africa";642;38.88;65.55;6;"CREDIT"
29128;"2023-02-11";0;"Second Class";19399;"Footwear";"Asia";"Kinshasa";"Cross River";"Morocco";"North Africa";249;98.75;38.71;7;"CASH"
29154;"2022-11-08";0;"Same Day";9723;"Footwear";"Asia";"Ugep";"Bayelsa";"Morocco";"North Africa";116;67.39;63.46;7;"CREDIT"
29193;"2023-05-28";0;"Second Class";7894;"Apparel";"Europe";"Kinshasa";"Kinshasa";"Nigeria";"Central Africa";403;33.22;53.49;1;"CASH"
29207;"2023-07-27";0;"Second Class";3915;"Footwear";"Asia";"Kinshasa";"Dakar";"Senegal";"North Africa";627;15.1;72.68;6;"DEBIT"
29253;"2023-06-17";0;"First Class";3373;"Footwear";"Asia";"Kuito";"Grand Casablanca";"Angola";"Central Africa";825;65.05;68.05;7;"DEBIT"
29386;"2024-01-20";1;"First Class";19479;"Technology";"Europe";"Kinshasa";"Grand Casablanca";"Democratic Republic of the Congo";"South Africa";810;67.95;31.01;6;"DEBIT"
29442;"2022-08-25";1;"Second Class";5375;"Outdoors";"Africa";"Casablanca";"Kinshasa";"Morocco";"Central Africa";818;99.17;6.23;5;"CASH"
29508;"2022-07-06";1;"Standard Class";14508;"Technology";"Australia";"Kinshasa";"Bayelsa";"Democratic Republic of the Congo";"Central Africa";191;92.37;81.71;9;"CREDIT"
29574;"2024-09-20";1;"First Class";1738;"Golf";"Asia";"Dakar";"Kinshasa";"Democratic Republic of the Congo";"West Africa";818;95.93;75.74;6;"CASH"
29661;"2023-06-10";1;"Same Day";8917;"Footwear";"Europe";"Ugep";"Bayelsa";"Senegal";"West Africa";885;71.56;45.45;8;"CASH"
29914;"2024-09-22";1;"Same Day";4841;"Outdoors";"Africa";"Kuito";"Kinshasa";"Senegal";"West Africa";1349;43.42;19.72;7;"CREDIT"
29918;"2025-01-17";0;"First Class";12253;"Apparel";"Asia";"Kuito";"Bayelsa";"Angola";"West Africa";135;61.05;69.81;7;"CREDIT"
29944;"2022-11-30";1;"Standard Class";19405;"Golf";"Europe";"Kinshasa";"Dakar";"Nigeria";"South Africa";821;66.27;29.12;7;"CASH"
29983;"2024-06-22";1;"Standard Class";1568;"Apparel";"Asia";"Kinshasa";"Bayelsa";"Nigeria";"West Africa";93;28.04;76.29;8;"CASH"
30273;"2024-03-30";1;"Same Day";10667;"Footwear";"Africa";"Kuito";"Grand Casablanca";"Senegal";"North Africa";93;50.46;74.38;7;"CASH"
30374;"2023-07-27";1;"Same Day";5687;"Outdoors";"Europe";"Dakar";"Cross River";"Senegal";"Central Africa";60;12.2;63.03;1;"CREDIT"
30406;"2023-05-28";0;"Second Class";9419;"Golf";"Australia";"Casablanca";"Dakar";"Morocco";"South Africa";403;16.09;79.99;4;"DEBIT"
30476;"2023-06-22";0;"First Class";2431;"Footwear";"Europe";"Ugep";"Bayelsa";"Angola";"South Africa";885;31.86;58.13;4;"CREDIT"
30565;"2022-09-28";1;"First Class";14553;"Golf";"Africa";"Ugep";"Grand Casablanca";"Senegal";"South Africa";572;69.08;59.75;3;"DEBIT"
30679;"2022-12-14";0;"Second Class";19402;"Golf";"Europe";"Dakar";"Dakar";"Democratic Republic of the Congo";"South Africa";135;21.03;10.82;9;"CREDIT"
30692;"2022-09-17";0;"Same Day";1834;"Golf";"Asia";"Kinshasa";"Bayelsa";"Angola";"Central Africa";502;28.89;84.17;2;"DEBIT"
30730;"2025-01-22";0;"Second Class";4612;"Golf";"Australia";"Ugep";"Grand Casablanca";"Nigeria";"North Africa";893;48.06;13.05;7;"DEBIT"
30758;"2024-10-04";0;"Second Class";4249;"Golf";"Africa";"Casablanca";"Dakar";"Senegal";"Central Africa";810;10.45;11.5;1;"CREDIT"
30828;"2025-01-19";1;"Same Day";6742;"Golf";"Africa";"Kinshasa";"Kinshasa";"Senegal";"North Africa";172;28.0;85.19;3;"CASH"
30855;"2023-06-03";0;"Standard Class";11720;"Golf";"Australia";"Dakar";"Dakar";"Senegal";"North Africa";93;48.86;73.64;9;"CREDIT"
31078;"2023-11-30";0;"Standard Class";19460;"Golf";"Europe";"Kuito";"Bayelsa";"Angola";"North Africa";24;56.33;35.38;9;"DEBIT"
31090;"2024-10-10";1;"Same Day";5707;"Technology";"Asia";"Ugep";"Dakar";"Morocco";"South Africa";924;99.28;78.73;5;"CREDIT"
31184;"2022-08-01";0;"Standard Class";3204;"Technology";"Europe";"Kinshasa";"Cross River";"Angola";"West Africa";359;18.45;44.1;6;"CASH"
31196;"2023-05-17";0;"Same Day";7268;"Golf";"Africa";"Kuito";"Cross River";"Morocco";"Central Africa";24;51.12;60.01;8;"DEBIT"
31321;"2023-11-22";0;"Standard Class";8650;"Footwear";"Africa";"Casablanca";"Cross River";"Morocco";"South Africa";822;92.86;11.18;1;"CASH"
31632;"2023-08-19";1;"Same Day";7532;"Golf";"Asia";"Kuito";"Cross River";"Angola";"North Africa";276;73.78;45.36;9;"DEBIT"
31854;"2022-11-27";0;"Same Day";19435;"Technology";"Europe";"Casablanca";"Kinshasa";"Morocco";"Central Africa";251;69.66;38.61;4;"CREDIT"
32064;"2022-07-01";1;"Same Day";2737;"Technology";"Australia";"Kuito";"Kinshasa";"Democratic Republic of the Congo";"West Africa";926;19.96;14.57;2;"CREDIT"
32067;"2024-01-28";0;"First Class";1410;"Apparel";"Africa";"Dakar";"Dakar";"Angola";"North Africa";828;80.11;79.23;1;"CASH"
32206;"2024-07-25";0;"First Class";4070;"Outdoors";"Australia";"Dakar";"Grand Casablanca";"Nigeria";"West Africa";1349;85.69;66.94;8;"CREDIT"
32260;"2023-10-27";1;"Same Day";2456;"Golf";"Asia";"Dakar";"Bayelsa";"Morocco";"West Africa";565;25.38;26.27;4;"CREDIT"
32268;"2023-04-06";1;"Standard Class";5295;"Outdoors";"Australia";"Ugep";"Grand Casablanca";"Senegal";"South Africa";565;54.94;65.57;8;"CASH"
32360;"2023-03-26";0;"First Class";10166;"Apparel";"Africa";"Kuito";"Bayelsa";"Morocco";"West Africa";44;59.69;15.71;9;"DEBIT"
32428;"2023-09-18";1;"Second Class";4807;"Outdoors";"Australia";"Kuito";"Cross River";"Angola";"West Africa";957;91.56;43.57;5;"CREDIT"
32585;"2025-06-16";0;"First Class";2851;"Technology";"Europe";"Ugep";"Kinshasa";"Morocco";"Central Africa";203;40.47;7.29;1;"CASH"
32820;"2022-08-14";1;"Second Class";9807;"Technology";"Africa";"Ugep";"Cross River";"Democratic Republic of the Congo";"Central Africa";926;26.07;47.23;1;"DEBIT"
32831;"2024-05-25";1;"Standard Class";12288;"Outdoors";"Africa";"Dakar";"Bayelsa";"Nigeria";"West Africa";886;38.49;33.31;6;"CASH"
32933;"2024-12-05";0;"Second Class";19436;"Apparel";"Europe";"Kinshasa";"Bayelsa";"Nigeria";"South Africa";306;99.1;47.22;2;"CASH"
33044;"2024-02-21";1;"Standard Class";6827;"Apparel";"Africa";"Casablanca";"Dakar";"Angola";"West Africa";1350;94.92;31.77;5;"CASH"
33104;"2023-04-11";0;"First Class";9909;"Footwear";"Australia";"Casablanca";"Dakar";"Angola";"West Africa";1352;78.16;16.4;2;"CASH"
33234;"2024-11-20";1;"Second Class";3150;"Apparel";"Asia";"Kuito";"Grand Casablanca";"Morocco";"South Africa";278;78.13;14.18;6;"DEBIT"
33298;"2023-07-28";0;"First Class";5988;"Apparel";"Europe";"Ugep";"Kinshasa";"Angola";"South Africa";1350;94.38;46.42;3;"DEBIT"
33317;"2023-05-24";1;"Second Class";3598;"Technology";"Africa";"Dakar";"Cross River";"Democratic Republic of the Congo";"South Africa";278;73.62;63.6;6;"CASH"
33324;"2024-12-31";0;"Standard Class";3085;"Golf";"Europe";"Dakar";"Bayelsa";"Nigeria";"Central Africa";977;96.61;79.09;7;"CREDIT"
33379;"2024-02-21";0;"First Class";5902;"Golf";"Asia";"Ugep";"Cross River";"Angola";"South Africa";365;51.77;12.88;2;"CREDIT"
33649;"2024-01-11";0;"Standard Class";6523;"Golf";"Africa";"Kuito";"Grand Casablanca";"Senegal";"North Africa";203;48.7;59.82;2;"CREDIT"
33677;"2023-05-30";1;"Second Class";9760;"Outdoors";"Africa";"Ugep";"Kinshasa";"Senegal";"South Africa";906;30.53;26.32;9;"CREDIT"
33698;"2022-10-30";0;"Second Class";12355;"Technology";"Africa";"Kinshasa";"Dakar";"Nigeria";"South Africa";1352;34.58;78.06;7;"CASH"
33723;"2025-01-26";0;"Second Class";19439;"Outdoors";"Asia";"Ugep";"Dakar";"Angola";"North Africa";364;62.46;45.96;7;"CASH"
33934;"2022-12-07";1;"Same Day";19397;"Footwear";"Africa";"Casablanca";"Grand Casablanca";"Senegal";"Central Africa";804;65.9;29.52;1;"DEBIT"
33942;"2023-01-22";1;"Second Class";10794;"Golf";"Asia";"Casablanca";"Dakar";"Morocco";"Central Africa";306;61.2;49.13;7;"CASH"
33990;"2024-01-06";0;"First Class";9011;"Footwear";"Asia";"Kuito";"Cross River";"Morocco";"North Africa";1349;72.68;83.51;3;"CREDIT"
34345;"2023-11-15";1;"Second Class";19395;"Golf";"Australia";"Dakar";"Cross River";"Democratic Republic of the Congo";"Central Africa";893;54.93;72.61;5;"CREDIT"
34350;"2024-03-02";1;"First Class";12055;"Apparel";"Asia";"Casablanca";"Cross River";"Angola";"Central Africa";93;23.01;30.72;5;"DEBIT"
34405;"2024-01-24";1;"First Class";4329;"Apparel";"Australia";"Dakar";"Dakar";"Democratic Republic of the Congo";"West Africa";797;82.65;25.7;1;"CASH"
34413;"2024-05-09";1;"First Class";4429;"Outdoors";"Africa";"Casablanca";"Grand Casablanca";"Senegal";"North Africa";235;18.03;19.04;5;"CREDIT"
34441;"2022-07-12";1;"Standard Class";3594;"Outdoors";"Europe";"Kuito";"Dakar";"Senegal";"Central Africa";135;79.78;13.56;5;"CREDIT"
34452;"2024-07-25";0;"First Class";7955;"Outdoors";"Africa";"Dakar";"Dakar";"Democratic Republic of the Congo";"Central Africa";44;92.78;28.13;1;"DEBIT"
34469;"2024-06-22";1;"Standard Class";3358;"Apparel";"Europe";"Kinshasa";"Grand Casablanca";"Morocco";"North Africa";191;16.3;81.71;2;"CASH"
34527;"2025-02-19";1;"Second Class";10365;"Golf";"Europe";"Ugep";"Grand Casablanca";"Angola";"North Africa";306;53.93;19.6;5;"DEBIT"
34727;"2025-05-22";0;"Same Day";19444;"Golf";"Africa";"Kuito";"Kinshasa";"Angola";"North Africa";359;31.11;56.91;2;"DEBIT"
34733;"2023-06-16";1;"Second Class";10893;"Apparel";"Africa";"Ugep";"Bayelsa";"Senegal";"North Africa";828;36.78;27.99;7;"CASH"
34738;"2025-04-17";0;"Second Class";6050;"Technology";"Asia";"Kuito";"Grand Casablanca";"Senegal";"North Africa";282;75.12;22.49;2;"DEBIT"
35151;"2022-11-09";1;"Same Day";9634;"Golf";"Australia";"Kuito";"Bayelsa";"Senegal";"North Africa";906;63.82;5.04;5;"DEBIT"
35304;"2024-06-11";1;"Same Day";11650;"Apparel";"Australia";"Kinshasa";"Bayelsa";"Angola";"West Africa";897;74.56;42.61;7;"DEBIT"
35377;"2025-04-05";1;"First Class";9189;"Outdoors";"Asia";"Kuito";"Dakar";"Senegal";"Central Africa";897;67.04;51.64;2;"DEBIT"
